end_date,project_id,service_line,team,project_manager,overbudget_yes,budget,building_region,nda
2016-07-27 00:00:00,893260d1-61a6-e411-b206-a45d36fc0a08,Commissioning,SB,51,0,16205,SF,false
2017-06-30 00:00:00,b8ee4ee7-3ce5-e411-bc42-a45d36fc0a08,Commissioning,SB,51,0,24350,SF,false
2016-01-31 00:00:00,a6c4ea55-1842-e511-80e5-c4346bacb92c,Commissioning,SB,51,1,11297,SF,false
2016-07-31 00:00:00,3e66c50b-e157-e511-80e8-c4346bacb92c,Commissioning,SB,51,0,20630,SF,false
2017-03-31 00:00:00,b00adda0-8ecf-e511-80f9-c4346bacb92c,Commissioning,SB,51,1,14885,SF,false
2018-05-30 00:00:00,e74bc217-005b-e511-80eb-c4346bacdbe8,Commissioning,SB,51,0,19870,SF,false
2017-01-31 00:00:00,e92901a6-289d-e511-80f8-c4346bacdbe8,Commissioning,SB,51,0,34260,SF,true
2017-10-17 00:00:00,e6f8f856-bc86-e711-810a-e0071b6ad191,Commissioning,SB,51,0,10640,SF,false
2017-05-31 00:00:00,0fb19751-b70f-e511-80e3-fc15b4284a70,Commissioning,SB,51,0,22250,SF,false
2019-09-01 00:00:00,3f94e45b-cc99-e911-a977-000d3a37870e,Commissioning,SB,51,1,5000,SF,false
2018-03-31 00:00:00,14429d0c-fe5a-e511-80eb-c4346bacdbe8,Commissioning,SB,51,0,42950,SF,false
2018-11-09 00:00:00,8db027e9-b6ca-e811-a960-000d3a37870e,Energy Audit,SB,51,1,7470,SF,false
2019-03-31 00:00:00,39dec8fb-8c35-e911-a96a-000d3a37870e,Energy Audit,SB,51,0,6720,SF,false
2017-02-28 00:00:00,312c5d69-1b75-e611-80ea-5065f38b4491,Energy Audit,SB,51,1,21462,SF,false
2014-12-19 00:00:00,11d6160e-0df8-e311-93d1-6c3be5a6aa7c,Energy Modeling,SB,51,0,25000,SF,false
2014-10-23 00:00:00,33045533-8712-e411-964e-6c3be5a6aa7c,Energy Audit,SB,51,0,7529,SF,true
2014-10-31 00:00:00,7ca328ad-8712-e411-964e-6c3be5a6aa7c,Energy Audit,SB,51,0,8414,SF,true
2014-10-23 00:00:00,73d89f2d-8812-e411-964e-6c3be5a6aa7c,Energy Audit,SB,51,0,8414,SF,true
2015-03-08 00:00:00,936e32e4-8812-e411-964e-6c3be5a6aa7c,Energy Audit,SB,51,1,8414,SF,true
2014-06-27 00:00:00,53949a7a-37b9-e311-9fbb-6c3be5a6aa7c,Energy Audit,SB,51,0,17806,SF,false
2014-07-01 00:00:00,17106a4b-beb9-e311-9fbb-6c3be5a6aa7c,Energy Audit,SB,51,0,6200,SF,false
2014-07-28 00:00:00,3b3a442e-40cf-e311-a804-6c3be5a6aa7c,Energy Audit,SB,51,1,7941,SF,false
2015-02-26 00:00:00,538ce31d-cf9f-e311-aca1-6c3be5a6aa7c,Energy Modeling,SB,51,0,11025,SF,false
2015-05-29 00:00:00,d1854473-b563-e411-ad1d-6c3be5a6aa7c,Energy Audit,SB,51,0,17785.91,SF,false
2015-05-01 00:00:00,374bfbde-b663-e411-ad1d-6c3be5a6aa7c,Energy Audit,SB,51,0,14270,SF,false
2015-05-30 00:00:00,665acb19-b863-e411-ad1d-6c3be5a6aa7c,Energy Audit,SB,51,0,14770,SF,false
2014-05-29 00:00:00,1c020b02-d4b6-e311-aa0f-6c3be5a841e0,Energy Audit,SB,51,1,5982,SF,false
2014-07-02 00:00:00,3dbbaf65-a9ba-e311-aa0f-6c3be5a841e0,Energy Audit,SB,51,0,16806,SF,false
2014-08-10 00:00:00,372e3eb5-5dc0-e311-aa0f-6c3be5a841e0,M&V,SB,51,0,24500,SF,false
2014-12-31 00:00:00,26ea27a1-99c5-e311-aa0f-6c3be5a841e0,Energy Audit,SB,51,1,14500,SF,false
2015-05-20 00:00:00,9065e1aa-2bb9-e411-b157-6c3be5a841e0,Energy Audit,SB,51,0,7000,SF,false
2014-06-22 00:00:00,e438e9b0-52ca-e311-b46e-6c3be5a841e0,Energy Audit,SB,51,1,6360,SF,false
2015-04-20 00:00:00,d4909d63-80f6-e311-b50b-6c3be5a841e0,Energy Audit,SB,51,0,10000,SF,false
2015-08-27 00:00:00,1b7a0610-1c2e-e411-bfa0-6c3be5a841e0,M&V,SB,51,1,5250,SF,false
2014-10-15 00:00:00,123bbf1a-750c-e411-b2a1-6c3be5a8b8b0,Energy Audit,SB,51,1,1860,SF,false
2014-08-20 00:00:00,18afbb77-9a0e-e411-b2a1-6c3be5a8b8b0,Energy Audit,SB,51,0,9525,SF,false
2014-11-28 00:00:00,f3d62387-2511-e411-b2a1-6c3be5a8b8b0,Energy Audit,SB,51,0,7845,SF,false
2015-03-31 00:00:00,afe9da05-2611-e411-b2a1-6c3be5a8b8b0,Energy Audit,SB,51,0,11100,SF,false
2014-10-21 00:00:00,17c141bc-2611-e411-b2a1-6c3be5a8b8b0,Energy Audit,SB,51,0,5790,SF,false
2014-10-21 00:00:00,5d693648-2711-e411-b2a1-6c3be5a8b8b0,Energy Audit,SB,51,0,2180,SF,false
2014-09-19 00:00:00,8ac947dd-2711-e411-b2a1-6c3be5a8b8b0,Energy Audit,SB,51,0,8000,SF,false
2015-04-15 00:00:00,03990841-e418-e411-b762-6c3be5a8b8b0,Compliance,SB,51,0,8550,SF,false
2014-10-30 00:00:00,776c5aca-cb48-e411-b78e-6c3be5a8b8b0,Compliance,SB,51,1,2450,SF,false
2014-03-26 00:00:00,94958180-67b4-e311-accf-6c3be5a8ca30,Energy Modeling,SB,51,0,1305,SF,false
2013-01-17 00:00:00,53228cbd-1156-e311-8b1b-78e3b51146cf,Energy Audit,SB,51,0,7500,SF,false
2014-01-15 00:00:00,73d0a38b-1356-e311-8b1b-78e3b51146cf,Energy Audit,SB,51,0,2900,SF,false
2014-05-12 00:00:00,f36bc1cf-5c90-e311-8b1b-78e3b51146cf,Energy Audit,SB,51,0,16730,SF,false
2013-12-12 00:00:00,9f72ad60-c74b-e311-8b1c-78e3b51146cf,Energy Modeling,SB,51,0,2325,SF,false
2015-11-30 00:00:00,3c531c9c-27e4-e211-8b83-78e3b51146cf,Energy Modeling,SB,51,0,18824,SF,false
2013-05-07 00:00:00,a2ea8b75-3b90-e211-8bd7-78e3b51146cf,Energy Audit,SB,51,1,10250,SF,false
2016-01-01 00:00:00,de7c0ff5-6f95-e211-8bd7-78e3b51146cf,M&V,SB,51,1,16275,SF,false
2013-12-12 00:00:00,fd43f383-3f0c-e311-8c30-78e3b51146cf,Energy Audit,SB,51,1,8500,SF,false
2013-04-25 00:00:00,279003f2-1d9b-e211-898f-78e3b511b601,Energy Audit,SB,51,0,3701,SF,False
2013-05-23 00:00:00,101d3409-efa6-e211-8a96-78e3b511b601,Compliance,SB,51,0,1750,SF,False
2015-02-27 00:00:00,e98f9846-f1b1-e211-8a96-78e3b511b601,Energy Modeling,SB,51,1,14180,SF,false
2015-06-13 00:00:00,08e592fa-9cf9-e411-965d-a45d36fc0a08,Compliance,SB,51,0,2000,SF,false
2015-02-28 00:00:00,bced2583-5160-e411-bb5d-a45d36fc0a08,Compliance,SB,51,1,2750,SF,False
2014-10-23 00:00:00,7a07837b-b8ed-476d-82fd-adf7a0a081fb,Energy Audit,SB,51,0,3764,SF,true
2016-01-14 00:00:00,2761d65f-9372-e511-80f0-c4346bac0260,Energy Audit,SB,51,0,2140,SF,false
2015-09-30 00:00:00,30843e1d-e615-e511-80db-c4346bacb92c,Energy Audit,SB,51,0,19120,SF,false
2016-01-01 00:00:00,c533cf0f-0a2c-e511-80dc-c4346bacdbe8,Energy Audit,SB,51,1,13243,SF,true
2016-02-26 00:00:00,749f7a39-179d-e511-80f8-c4346bacdbe8,Energy Audit,SB,51,1,16330,SF,true
2016-01-31 00:00:00,ed88993b-199d-e511-80f8-c4346bacdbe8,Energy Audit,SB,51,1,16330,SF,true
2017-03-31 00:00:00,ec9e5d27-c5fd-e611-80f3-e0071b66cf61,M&V,SB,51,0,4130,SF,false
2018-01-31 00:00:00,fd1a2829-fbd5-e711-8115-e0071b6ad191,Compliance,SB,51,0,1750,SF,false
2020-04-30 00:00:00,be7f0e4d-350f-ea11-a811-000d3a36880e,Strategic Planning,SB,37,1,10000,SF,false
2020-11-01 00:00:00,c7184932-0594-ea11-a811-000d3a36886f,GPR,SB,37,1,0,SF,false
2019-02-15 00:00:00,2c515bb5-08b7-e811-a95c-000d3a3780dd,Materials,SB,24,1,96200,SF,true
2019-05-17 00:00:00,9dfeac17-24ba-e811-a95c-000d3a3780dd,WELL,SB,55,1,57500.5,SF,false
2018-07-13 00:00:00,8329d38b-2a73-e811-a956-000d3a37839b,Materials,SB,24,1,15000,SF,true
2019-05-31 00:00:00,44100556-2b70-e911-a977-000d3a37839b,Strategic Planning,SB,55,1,6450,SF,false
2020-02-29 00:00:00,2502c9c7-f833-e911-a96a-000d3a37870e,Strategic Planning,SB,24,1,47500,SF,false
2017-03-06 00:00:00,69fd1f01-63cd-e611-80fa-5065f38afa01,Energy Modeling,SB,46,1,5500,SF,false
2018-01-31 00:00:00,aad56b7b-d4aa-e611-80f0-5065f38be0e1,Materials,SB,88,1,5000,SF,false
2018-01-31 00:00:00,c785b2d4-bbd9-e511-8104-c4346bac0260,LBC,SB,88,1,2000,SF,false
2021-03-31 00:00:00,421829f6-6016-e711-80f8-e0071b66cf61,GPR,SB,73,1,0,SF,false
2019-03-30 00:00:00,fa1adbde-f30f-e811-8116-e0071b66cf61,LBC,SB,24,1,493705,SF,true
2019-07-01 00:00:00,3b29f5f9-5143-e811-8120-e0071b6ad191,WELL,SB,44,1,32400,DV,true
2017-06-22 00:00:00,9736b3bd-4f21-e711-8112-e0071b7458a1,Energy Modeling,SB,46,1,6500,SF,false
2020-06-05 00:00:00,babd3084-4c8e-ea11-a811-000d3a36880e,Strategic Planning,SB,44,1,8950,DV,false
2020-01-31 00:00:00,ee241558-c731-ea11-a810-000d3a36880e,Materials,SB,84,1,760,SF,false
2020-01-16 00:00:00,ff67c709-1601-ea11-a811-000d3a36880e,Strategic Planning,SB,89,1,5780,SF,false
2019-12-31 00:00:00,0e7e84d0-4c1f-e911-a96b-000d3a3780dd,Strategic Planning,SB,58,1,143045,SF,true
2019-06-30 00:00:00,5584b57e-3a65-e911-a975-000d3a37839b,Strategic Planning,SB,24,1,20000,SF,false
2019-06-30 00:00:00,dedb115b-b166-e911-a975-000d3a37839b,Energy Modeling,SB,72,0,14500,SF,false
2021-08-01 00:00:00,6130a149-ae71-e911-a977-000d3a37839b,Materials,SB,82,1,13660,SF,true
2019-06-11 00:00:00,3a128f06-5840-e911-a96d-000d3a37870e,Energy Modeling,SB,72,1,11900,DV,false
2019-09-15 00:00:00,29020e5d-1c9c-e911-a977-000d3a37870e,Materials,SB,84,1,5740,SF,true
2019-06-30 00:00:00,c5e5f366-6660-e911-a96d-000d3a378ca2,Commissioning,SB,72,0,3400,SF,false
2019-05-01 00:00:00,5526e145-8d4b-e911-a970-000d3a378dd3,Strategic Planning,SB,44,1,15000,SF,false
2019-12-31 00:00:00,a8da3689-b650-e911-a970-000d3a378dd3,Strategic Planning,SB,89,0,50710,SF,false
2019-11-18 00:00:00,3ca56cf6-a5b7-e911-a97e-000d3a378f36,NZE,SB,72,1,20000,SF,false
2019-09-10 00:00:00,6617d067-92b9-e911-a97e-000d3a378f36,Education,SB,27,1,4000,SF,false
2021-11-01 00:00:00,04be1f5b-e2bd-e911-a97f-000d3a378f36,Materials,SB,82,1,33250,SF,true
2019-08-26 00:00:00,a17ef88d-35be-e911-a97f-000d3a378f36,Strategic Planning,SB,44,1,1000,DV,false
2018-10-31 00:00:00,4e23ead8-7fa5-e811-a95a-000d3a37839b,Energy Audit,SB,72,1,19180,SF,false
2018-09-18 00:00:00,c26fd279-245d-e811-a94f-000d3a37870e,Energy Audit,SB,46,1,9700,SF,false
2019-05-01 00:00:00,6fd7db16-8714-e911-a966-000d3a37870e,PM TI,SB,58,0,45000,SF,false
2019-03-31 00:00:00,4466d16a-8814-e911-a966-000d3a37870e,Strategic Planning,SB,44,1,21220,SF,false
2019-02-28 00:00:00,8a6d1894-8c14-e911-a966-000d3a37870e,Compliance,SB,81,0,3000,SF,false
2019-09-15 00:00:00,631a70d1-699a-e811-a95b-000d3a378ca2,Strategic Planning,SB,55,1,82000,SF,false
2017-01-27 00:00:00,b18a9cb3-0f6e-e611-80ed-5065f38afa01,Education,SB,66,0,6600,SF,false
2017-01-04 00:00:00,61e392da-0a85-e611-80ed-5065f38b4491,Energy Audit,SB,55,1,36410,DV,true
2015-12-31 00:00:00,501efa0d-af89-e611-80ed-5065f38b4491,Strategic Planning,SB,24,0,16648.75,SF,true
2018-02-06 00:00:00,c09294db-fbef-e611-80f9-5065f38b4491,Commissioning,SB,81,1,52805,SF,false
2016-08-01 00:00:00,549019d9-9970-e611-80ea-5065f38b5171,Materials,SB,88,0,400,SF,false
2018-01-02 00:00:00,e9c6a134-35b7-e611-80f4-5065f38b5171,Energy Modeling,SB,46,1,10740,SF,false
2017-11-30 00:00:00,de21b9e1-4ebe-e611-80f5-5065f38b5171,Strategic Planning,SB,40,0,40450,SF,false
2017-04-24 00:00:00,8dfc3fee-93de-e611-80f7-5065f38be0e1,Strategic Planning,SB,44,0,1312.5,SF,false
2015-08-12 00:00:00,8da33e56-6508-e411-93d1-6c3be5a6aa7c,Compliance,SB,24,1,1750,SF,false
2018-04-04 00:00:00,4f985293-1918-e411-98c5-6c3be5a6aa7c,M&V,SB,45,1,25805,SF,false
2017-03-16 00:00:00,7bd95487-1bde-e411-89ab-6c3be5a841e0,Energy Modeling,SB,46,1,24390,SF,false
2014-08-09 00:00:00,a4194e51-58c0-e311-aa0f-6c3be5a841e0,Energy Modeling,SB,40,1,4834,SF,false
2015-06-30 00:00:00,fe19d451-252e-e411-bfa0-6c3be5a841e0,GPR,SB,37,0,11150,SF,false
2017-05-31 00:00:00,5ea89421-9234-e411-b4d5-6c3be5a8b8b0,Commissioning,SB,45,1,33000,SF,false
2015-11-30 00:00:00,ac7d02f0-7929-e411-b762-6c3be5a8b8b0,Energy Modeling,SB,24,0,29300,SF,true
2013-10-31 00:00:00,12230f24-3730-e311-8b1c-78e3b51146cf,HPPM,SB,40,0,2450,SF,false
2015-01-07 00:00:00,cd986da5-77b7-e211-8bc6-78e3b51146cf,Energy Modeling,SB,24,0,55840,SF,false
2013-06-24 00:00:00,d9388230-947f-e211-8c15-78e3b511b601,Compliance,SB,37,0,5000,SF,false
2018-12-31 00:00:00,4f103a1c-baf3-e111-b721-78e3b511b601,GPR,SB,40,1,7500,SF,false
2013-02-28 00:00:00,95fe5b96-bbf3-e111-b721-78e3b511b601,GPR,SB,40,1,26335,SF,false
2016-04-20 00:00:00,42193a1f-57b6-e511-80f4-c4346bac4b64,HPPM,SB,54,1,68320,SF,false
2016-08-26 00:00:00,2034687c-740e-e611-8103-c4346bacb92c,Strategic Planning,SB,40,1,82500,SF,true
2018-09-01 00:00:00,70e66a76-e1fe-e611-80f3-e0071b66cf61,Commissioning,SB,81,0,6500,SF,false
2017-03-15 00:00:00,010b05d9-9603-e711-80f4-e0071b66cf61,Education,SB,24,1,5000,SF,false
2017-10-01 00:00:00,024fb092-2e52-e711-8100-e0071b66cf61,Strategic Planning,SB,37,1,5500,SF,false
2018-05-31 00:00:00,ef8dbdb0-fce0-e711-8113-e0071b66cf61,Commissioning,SB,81,0,18825,SF,false
2019-09-09 00:00:00,b5dc7ecb-953e-e811-811d-e0071b66cf61,Commissioning,SB,72,1,13900,SF,false
2018-04-26 00:00:00,ff20d98d-8f4c-e811-8122-e0071b66cf61,GPR,SB,73,1,1850,SF,false
2018-01-31 00:00:00,6121080c-5b1a-e711-80fe-e0071b6ad191,Materials,SB,55,1,9500,SF,false
2018-01-31 00:00:00,8ae24a60-f237-e711-8102-e0071b6ad191,Compliance,SB,24,1,3500,SF,false
2017-08-01 00:00:00,4f0806f5-0d38-e711-8102-e0071b6ad191,Compliance,SB,50,0,2000,SF,false
2018-09-05 00:00:00,01374307-927c-e711-8109-e0071b6ad191,Strategic Planning,SB,89,1,102150,SF,true
2017-08-01 00:00:00,be4c2d61-0a47-e711-8109-e0071b715b91,Strategic Planning,SB,44,1,8000,SF,false
2018-03-30 00:00:00,003aae49-0f97-e711-8122-e0071b7458a1,Education,SB,46,1,9350,SF,false
2019-12-31 00:00:00,17a3f155-5e6f-e811-a953-000d3a37870e,Strategic Planning,SB,89,0,298512,SF,false
2015-05-26 00:00:00,b349674e-1cde-e411-89ab-6c3be5a841e0,LCCA,SB,46,0,5000,SF,false
2019-04-01 00:00:00,74ceecb1-4ffd-e711-8116-e0071b66cf61,Strategic Planning,SB,89,1,7990,SF,false
2018-05-01 00:00:00,9aeb1d6b-fb25-e711-80ff-e0071b6ad191,HPPM,SB,37,0,38845.63,SF,false
2019-03-29 00:00:00,b247e73c-e702-e811-812f-e0071b7458a1,LCCA,SB,37,0,15850.5,SF,false
2019-03-01 00:00:00,a5ab694f-09b7-e811-a95c-000d3a3780dd,Materials,SB,82,1,12000,SF,true
2019-02-15 00:00:00,e845492e-0ab7-e811-a95c-000d3a3780dd,Materials,SB,82,1,10000,SF,true
2019-04-30 00:00:00,bbdf58ca-ccc1-e811-a95c-000d3a3780dd,Commissioning,SB,81,0,20900,SF,false
2018-06-14 00:00:00,def61ce0-2073-e811-a956-000d3a37839b,Materials,SB,67,0,720,SF,false
2019-06-17 00:00:00,c6fd979a-2c73-e811-a956-000d3a37839b,HPPM,SB,44,0,39275,DV,false
2019-12-01 00:00:00,c1e7f008-ca8e-e811-a958-000d3a37839b,Commissioning,SB,81,0,19490,SF,false
2018-11-06 00:00:00,e0b643a2-6ca5-e811-a95a-000d3a37839b,Energy Modeling,SB,72,0,17383,SF,true
2019-12-31 00:00:00,297d326c-cc5a-e811-a94f-000d3a378ca2,Energy Modeling,SB,72,0,39187,SF,false
2019-12-31 00:00:00,a59509f7-cc5a-e811-a94f-000d3a378ca2,Energy Modeling,SB,72,0,26451,SF,false
2019-12-31 00:00:00,476b2e56-cd5a-e811-a94f-000d3a378ca2,Energy Modeling,SB,72,0,26451,SF,true
2018-06-30 00:00:00,b1220e5e-e25a-e811-a94f-000d3a378ca2,Strategic Planning,SB,58,1,3420,SF,false
2018-10-01 00:00:00,e828984e-7e76-e811-a955-000d3a378ca2,Commissioning,SB,45,0,10320,SF,false
2018-12-24 00:00:00,b8ac02ac-dcd6-e811-a95e-000d3a378ca2,Materials,SB,58,0,4300,SF,true
2018-08-09 00:00:00,2e8011cb-1068-e811-a954-000d3a378dd3,Energy Audit,SB,72,1,7100,SF,false
2018-12-30 00:00:00,bca99f30-e802-e911-a964-000d3a378dd3,LCCA,SB,24,0,7220,SF,false
2017-01-20 00:00:00,132ecbf0-d679-e611-80ed-5065f38afa01,Energy Audit,SB,66,0,3700,SF,false
2017-08-31 00:00:00,87a1589b-da81-e611-80ef-5065f38afa01,Materials,SB,24,0,10935,SF,false
2018-03-31 00:00:00,fbfed513-10c3-e611-80f9-5065f38afa01,Commissioning,SB,81,0,28810,SF,false
2017-08-31 00:00:00,e39e0744-67ee-e611-80fc-5065f38afa01,Energy Modeling,SB,24,0,8135,SF,false
2017-09-30 00:00:00,808df370-775a-e611-80e7-5065f38b4491,Strategic Planning,SB,58,1,188017.08,SF,true
2017-08-04 00:00:00,d5dc74d7-3c5b-e611-80e7-5065f38b4491,Energy Modeling,SB,46,0,13510,SF,false
2016-10-26 00:00:00,f817d18a-a36f-e611-80ea-5065f38b4491,LBC,SB,66,0,6600,SF,false
2017-01-15 00:00:00,d12dc9a9-7474-e611-80ea-5065f38b4491,Strategic Planning,SB,89,1,78080,SF,false
2015-12-31 00:00:00,30f48108-ae89-e611-80ed-5065f38b4491,Strategic Planning,SB,24,0,64722.5,SF,true
2016-12-31 00:00:00,4b142f75-ae89-e611-80ed-5065f38b4491,Strategic Planning,SB,24,1,30205,SF,true
2017-06-01 00:00:00,db930cca-e4b7-e611-80f4-5065f38b4491,Energy Audit,SB,53,1,16455,SF,false
2017-03-23 00:00:00,882bd67d-ecd9-e611-80f7-5065f38b4491,Materials,SB,24,0,6641.25,SF,false
2016-12-20 00:00:00,7a94f5b9-0a4a-e611-80e5-5065f38b5171,Energy Audit,SB,53,1,14700,SF,false
2017-01-14 00:00:00,d4a7f586-0f4a-e611-80e5-5065f38b5171,Energy Audit,SB,53,1,16310,SF,false
2017-02-28 00:00:00,083455e2-32b7-e611-80f4-5065f38b5171,Energy Modeling,SB,55,1,7993.6,SF,false
2017-01-08 00:00:00,4fa9cbcc-67be-e611-80f5-5065f38b5171,GPR,SB,50,1,2500,SF,false
2018-03-01 00:00:00,904bdcec-70c1-e611-80f6-5065f38b5171,Commissioning,SB,81,0,16520,SF,false
2018-01-31 00:00:00,f5d63b2c-d659-e611-80e6-5065f38be0e1,Energy Modeling,SB,46,1,4950,SF,false
2016-11-14 00:00:00,838b1bb7-6192-e611-80ec-5065f38be0e1,Compliance,SB,50,0,3750,SF,false
2017-07-12 00:00:00,6976ae09-a8ab-e611-80f0-5065f38be0e1,Materials,SB,24,1,14418.75,SF,true
2016-04-01 00:00:00,a96b05eb-94b7-e411-ab49-6c3be5a6aa7c,Energy Modeling,SB,58,1,310,SF,false
2014-03-14 00:00:00,071e948d-259f-e311-aca1-6c3be5a6aa7c,Education,SB,24,0,6500,SF,false
2016-03-07 00:00:00,d3eddaba-4b56-e411-b300-6c3be5a841e0,Strategic Planning,SB,70,0,186445,SF,true
2016-12-01 00:00:00,b5a557df-57ce-e411-8a8d-6c3be5a8b8b0,Strategic Planning,SB,24,1,192035,SF,true
2014-08-11 00:00:00,2a611873-159f-e311-a9f0-6c3be5a8b8b0,Energy Modeling,SB,24,0,50000,SF,false
2013-09-24 00:00:00,c4639c9c-dfb1-e211-8abd-78e3b51146cf,M&V,SB,24,1,5825,SF,false
2016-04-08 00:00:00,11cae027-3a56-e311-8b1b-78e3b51146cf,GPR,SB,37,1,315,SF,false
2014-01-07 00:00:00,17bf0989-8036-e311-8b1c-78e3b51146cf,Energy Audit,SB,37,1,7500,SF,false
2014-04-30 00:00:00,86c043c1-ab11-e311-8c30-78e3b51146cf,Energy Modeling,SB,40,0,13110,SF,false
2014-01-13 00:00:00,79962419-f75d-e311-8a37-78e3b511b601,Compliance,SB,24,1,1200,SF,false
2013-10-31 00:00:00,2033277a-33f3-e211-8c1d-78e3b511b601,Education,SB,24,1,1260,SF,false
2013-08-14 00:00:00,1bdfc843-aef8-e211-8c1d-78e3b511b601,GPR,SB,37,1,3500,SF,false
2013-06-23 00:00:00,a009f09a-8e8d-e211-8c2c-78e3b511b601,GPR,SB,40,0,4000,SF,false
2013-09-30 00:00:00,27f2a393-830e-e311-8db5-78e3b511b601,GPR,SB,37,0,1747.3,SF,false
2014-01-24 00:00:00,1fb855e2-2e2a-e311-b7e1-78e3b511b601,Energy Audit,SB,37,1,47000,SF,false
2015-01-31 00:00:00,0902cf53-4885-e411-9650-a45d36fc0a08,Energy Modeling,SB,24,0,25020,SF,false
2016-08-10 00:00:00,6de1d00d-29e5-e411-bc42-a45d36fc0a08,Strategic Planning,SB,24,1,12475,SF,true
2017-05-08 00:00:00,442d2635-a137-e511-80e3-c4346bac0260,Compliance,SB,24,0,2750,SF,false
2017-02-28 00:00:00,0034f66b-b497-e511-80f8-c4346bac0260,Energy Audit,SB,53,0,5510,SF,false
2016-09-01 00:00:00,d0ec11e2-4a45-e611-8117-c4346bac0260,Materials,SB,88,0,3935,SF,false
